srch_id,site_id,prop_starrating,prop_location_score1,prop_log_historical_price,position,promotion_flag,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,random_bool,gross_bookings_usd,price_usd,click_bool,booking_bool
293,14,3,2.08,0.0,35,0,1,56,2,0,1,1,1,,116.7,0,0
293,14,4,3.09,0.0,19,0,1,56,2,0,1,1,1,,113.76,0,0
293,14,3,2.94,0.0,13,0,1,56,2,0,1,1,1,,85.32,0,0
293,14,2,2.94,0.0,12,0,1,56,2,0,1,1,1,,83.36,0,0
293,14,3,3.04,0.0,14,1,1,56,2,0,1,1,1,,66.69,0,0
293,14,3,1.79,0.0,30,0,1,56,2,0,1,1,1,,149.06,0,0
293,14,3,2.3,0.0,29,0,1,56,2,0,1,1,1,,98.07,0,0
293,14,3,2.4,0.0,27,1,1,56,2,0,1,1,1,,77.47,0,0
377,14,4,4.42,5.4,1,1,2,46,2,0,1,1,1,,176.14,0,0
377,14,4,4.45,5.58,21,0,2,46,2,0,1,1,1,,166.08,0,0
377,14,4,4.48,5.45,10,1,2,46,2,0,1,1,1,,139.91,0,0
377,14,4,4.44,5.67,22,0,2,46,2,0,1,1,1,,143.94,0,0
377,14,4,4.5,5.58,24,1,2,46,2,0,1,1,1,,111.73,1,0
377,14,5,4.51,5.54,14,1,2,46,2,0,1,1,1,,166.08,0,0
377,14,4,4.51,5.41,19,0,2,46,2,0,1,1,1,,180.17,0,0
377,14,4,1.61,5.31,9,0,2,46,2,0,1,1,1,,119.78,0,0
377,14,4,4.49,5.89,8,0,2,46,2,0,1,1,1,,135.88,0,0
377,14,4,2.83,5.24,27,0,2,46,2,0,1,1,1,,119.78,0,0
377,14,5,4.33,5.81,3,1,2,46,2,0,1,1,1,,179.16,0,0
377,14,5,4.52,5.65,4,1,2,46,2,0,1,1,1,,156.01,0,0
377,14,4,2.83,5.35,6,0,2,46,2,0,1,1,1,,210.37,0,0
377,14,5,4.51,5.75,15,0,2,46,2,0,1,1,1,,200.3,0,0
377,14,4,1.1,5.19,16,1,2,46,2,0,1,1,1,,135.88,0,0
377,14,4,4.43,5.43,12,1,2,46,2,0,1,1,1,,152.99,0,0
377,14,4,4.42,5.8,26,0,2,46,2,0,1,1,1,,230.5,0,0
377,14,5,4.39,5.78,18,0,2,46,2,0,1,1,1,,200.3,0,0
377,14,4,0.0,5.73,20,1,2,46,2,0,1,1,1,,243.58,0,0
377,14,4,4.26,5.5,13,0,2,46,2,0,1,1,1,,140.92,0,0
377,14,4,4.5,5.69,30,1,2,46,2,0,1,1,1,,176.14,0,0
377,14,4,4.47,5.49,25,0,2,46,2,0,1,1,1,,139.91,0,0
377,14,5,4.51,5.67,28,1,2,46,2,0,1,1,1,,175.14,0,0
377,14,4,4.51,5.5,29,0,2,46,2,0,1,1,1,,129.84,0,0
377,14,4,1.61,5.38,2,0,2,46,2,0,1,1,1,,109.71,0,0
377,14,4,4.45,5.54,7,0,2,46,2,0,1,1,1,,191.24,0,0
406,14,2,2.48,4.68,1,0,1,1,2,2,1,1,1,,109.18,0,0
406,14,0,1.79,4.91,14,0,1,1,2,2,1,1,1,,127.86,0,0
406,14,4,2.89,5.14,8,0,1,1,2,2,1,1,1,,290.15,0,0
406,14,4,0.0,5.18,7,0,1,1,2,2,1,1,1,,185.9,0,0
406,14,3,2.89,5.07,9,0,1,1,2,2,1,1,1,,142.62,0,0
406,14,3,2.89,4.93,6,0,1,1,2,2,1,1,1,,136.72,0,0
406,14,3,2.48,4.9,3,0,1,1,2,2,1,1,1,,126.88,0,0
406,14,4,2.89,4.99,10,0,1,1,2,2,1,1,1,,136.72,0,0
406,14,3,2.48,5.25,2,0,1,1,2,2,1,1,1,,156.39,1,0
406,14,3,2.89,5.06,12,0,1,1,2,2,1,1,1,,145.57,0,0
406,14,3,2.89,4.95,13,0,1,1,2,2,1,1,1,,126.88,0,0
406,14,3,1.1,5.19,4,0,1,1,2,2,1,1,1,,151.47,0,0
429,14,5,3.64,5.95,16,1,2,13,2,0,1,0,1,,320.65,0,0
429,14,4,3.97,5.42,1,1,2,13,2,0,1,0,1,,184.35,0,0
429,14,5,1.39,5.65,10,0,2,13,2,0,1,0,1,,179.45,0,0
429,14,4,1.39,5.41,2,0,2,13,2,0,1,0,1,,131.4,1,0
429,14,5,4.06,5.86,21,0,2,13,2,0,1,0,1,,263.78,0,0
429,14,4,4.09,5.17,19,0,2,13,2,0,1,0,1,,129.44,0,0
429,14,3,4.33,4.78,18,1,2,13,2,0,1,0,1,,75.51,0,0
429,14,4,0.0,4.82,28,0,2,13,2,0,1,0,1,,76.49,0,0
429,14,5,0.69,6.05,14,0,2,13,2,0,1,0,1,,304.96,0,0
429,14,2,4.57,4.44,22,0,2,13,2,0,1,0,1,,93.16,0,0
429,14,5,4.28,6.04,12,0,2,13,2,0,1,0,1,,362.82,0,0
429,14,5,4.41,5.93,4,0,2,13,2,0,1,0,1,,271.62,0,0
429,14,4,0.0,5.1,7,1,2,13,2,0,1,0,1,,99.04,0,0
429,14,4,3.5,5.15,3,1,2,13,2,0,1,0,1,,88.25,0,0
429,14,2,4.47,4.25,20,0,2,13,2,0,1,0,1,,41.18,0,0
429,14,4,3.58,5.26,26,0,2,13,2,0,1,0,1,,135.32,0,0
429,14,3,3.56,5.06,27,1,2,13,2,0,1,0,1,,116.69,0,0
429,14,4,3.93,5.67,30,1,2,13,2,0,1,0,1,,196.12,0,0
429,14,4,3.74,5.34,25,0,2,13,2,0,1,0,1,,90.21,0,0
429,14,3,1.61,4.49,31,0,2,13,2,0,1,0,1,,71.58,0,0
429,14,4,1.1,5.03,8,1,2,13,2,0,1,0,1,,109.83,0,0
429,14,4,3.0,5.71,24,0,2,13,2,0,1,0,1,,115.71,0,0
429,14,3,3.3,4.91,13,0,2,13,2,0,1,0,1,,88.25,0,0
429,14,4,3.4,5.45,15,0,2,13,2,0,1,0,1,,165.72,0,0
429,14,4,4.04,5.63,9,0,2,13,2,0,1,0,1,,223.57,0,0
429,14,4,3.43,5.13,32,0,2,13,2,0,1,0,1,,103.94,0,0
429,14,4,0.69,4.89,34,1,2,13,2,0,1,0,1,,81.39,0,0
429,14,4,3.26,5.1,33,1,2,13,2,0,1,0,1,,91.19,0,0
429,14,4,4.06,5.44,6,0,2,13,2,0,1,0,1,,223.57,0,0
429,14,3,0.69,5.0,29,0,2,13,2,0,1,0,1,,90.21,0,0
549,14,3,5.46,5.29,1,0,3,59,2,1,1,1,1,,179.79,0,0
549,14,3,5.46,5.13,2,0,3,59,2,1,1,1,1,,175.77,0,0
549,14,3,5.86,5.18,6,0,3,59,2,1,1,1,1,,191.84,1,0
549,14,3,5.61,5.29,3,0,3,59,2,1,1,1,1,,188.83,0,0
549,14,3,5.53,5.08,4,0,3,59,2,1,1,1,1,,198.88,0,0
571,14,5,3.0,6.21,32,0,5,65,3,0,1,0,1,,1194.92,0,0
571,14,3,1.39,5.24,19,0,5,65,3,0,1,0,1,,294.44,0,0
571,14,3,3.04,5.51,22,1,5,65,3,0,1,0,1,,186.55,0,0
571,14,3,2.56,5.41,12,0,5,65,3,0,1,0,1,,239.99,0,0
571,14,3,3.43,5.93,24,1,5,65,3,0,1,0,1,,289.4,0,0
571,14,4,3.04,5.93,1,1,5,65,3,0,1,0,1,,303.52,0,0
571,14,3,1.79,5.54,15,0,5,65,3,0,1,0,1,,258.14,0,0
571,14,3,3.33,5.64,33,1,5,65,3,0,1,0,1,,175.46,0,0
571,14,5,2.56,6.21,18,1,5,65,3,0,1,0,1,,399.31,0,0
571,14,3,3.33,5.54,8,1,5,65,3,0,1,0,1,,162.35,0,0
571,14,3,3.37,5.48,36,0,5,65,3,0,1,0,1,,227.89,0,0
571,14,4,2.64,6.04,14,0,5,65,3,0,1,0,1,,350.91,1,0
571,14,3,3.33,5.43,20,0,5,65,3,0,1,0,1,,221.84,0,0
571,14,3,2.71,5.56,2,1,5,65,3,0,1,0,1,,211.76,0,0
571,14,4,3.09,6.21,26,0,5,65,3,0,1,0,1,,524.35,0,0
571,14,3,2.83,5.8,25,1,5,65,3,0,1,0,1,,256.13,0,0
571,14,4,0.0,5.55,7,0,5,65,3,0,1,0,1,,208.73,0,0
571,14,3,3.37,5.78,16,1,5,65,3,0,1,0,1,,237.98,0,0
571,14,3,1.61,5.08,6,0,5,65,3,0,1,0,1,,130.08,0,0
571,14,4,0.69,6.21,3,0,5,65,3,0,1,0,1,,449.73,0,0
571,14,3,1.79,5.67,35,1,5,65,3,0,1,0,1,,243.02,0,0
571,14,3,2.89,5.82,31,0,5,65,3,0,1,0,1,,259.15,0,0
571,14,2,2.89,5.17,10,1,5,65,3,0,1,0,1,,125.04,0,0
571,14,3,3.33,5.65,4,1,5,65,3,0,1,0,1,,269.23,0,0
571,14,3,2.89,5.67,27,1,5,65,3,0,1,0,1,,151.26,0,0
571,14,4,2.77,5.97,29,1,5,65,3,0,1,0,1,,299.49,0,0
571,14,3,3.04,5.45,21,1,5,65,3,0,1,0,1,,170.41,0,0
571,14,3,1.61,5.21,28,0,5,65,3,0,1,0,1,,98.82,0,0
571,14,3,3.04,5.73,30,1,5,65,3,0,1,0,1,,183.52,0,0
571,14,4,0.69,6.0,34,0,5,65,3,0,1,0,1,,300.49,0,0
571,14,3,2.64,5.69,9,1,5,65,3,0,1,0,1,,371.08,0,0
571,14,3,2.56,5.49,13,0,5,65,3,0,1,0,1,,224.87,0,0
730,14,3,0.69,5.24,3,0,1,17,2,2,1,1,1,,137.15,0,0
730,14,2,0.0,4.8,2,0,1,17,2,2,1,1,1,,99.56,1,0
730,14,4,0.69,5.39,1,0,1,17,2,2,1,1,1,,158.49,0,0
730,14,0,0.69,5.18,7,0,1,17,2,2,1,1,1,,314.94,0,0
730,14,4,1.39,4.94,6,0,1,17,2,2,1,1,1,,163.57,0,0
730,14,4,1.39,5.44,4,0,1,17,2,2,1,1,1,,191.0,0,0
826,14,4,4.7,5.64,15,0,2,27,2,0,1,1,1,,162.35,0,0
826,14,4,4.98,5.19,25,0,2,27,2,0,1,1,1,,158.31,0,0
826,14,4,2.2,5.54,2,0,2,27,2,0,1,1,1,,153.27,0,0
826,14,4,0.0,5.27,6,0,2,27,2,0,1,1,1,,166.38,0,0
826,14,4,4.75,5.44,14,0,2,27,2,0,1,1,1,,143.19,1,0
826,14,4,4.93,5.62,8,0,2,27,2,0,1,1,1,,149.24,0,0
826,14,4,4.6,5.37,12,0,2,27,2,0,1,1,1,,190.58,0,0
826,14,4,4.49,5.58,16,0,2,27,2,0,1,1,1,,170.41,0,0
826,14,4,4.67,5.5,9,0,2,27,2,0,1,1,1,,217.81,0,0
826,14,4,4.62,5.58,4,1,2,27,2,0,1,1,1,,175.46,0,0
826,14,4,4.69,5.55,13,1,2,27,2,0,1,1,1,,177.47,0,0
826,14,5,4.5,5.85,18,0,2,27,2,0,1,1,1,,207.72,0,0
826,14,5,4.53,5.66,3,0,2,27,2,0,1,1,1,,153.27,0,0
826,14,4,4.84,5.73,19,0,2,27,2,0,1,1,1,,180.5,0,0
826,14,4,4.82,5.82,21,0,2,27,2,0,1,1,1,,256.13,0,0
826,14,4,4.68,5.53,1,0,2,27,2,0,1,1,1,,160.33,0,0
826,14,4,4.71,5.69,10,0,2,27,2,0,1,1,1,,180.5,0,0
826,14,4,4.71,5.74,7,0,2,27,2,0,1,1,1,,220.83,0,0
826,14,4,4.63,5.3,20,1,2,27,2,0,1,1,1,,128.06,0,0
826,14,4,4.67,5.73,22,0,2,27,2,0,1,1,1,,205.71,0,0
826,14,4,4.93,5.57,24,0,2,27,2,0,1,1,1,,151.26,0,0
835,14,3,4.97,5.14,2,1,4,106,4,0,1,0,1,,341.91,0,0
835,14,5,5.14,5.49,14,0,4,106,4,0,1,0,1,,338.01,0,0
835,14,1,4.98,5.47,1,0,4,106,4,0,1,0,1,,365.28,0,0
835,14,3,5.09,4.78,10,0,4,106,4,0,1,0,1,,364.31,0,0
835,14,5,5.38,5.65,3,0,4,106,4,0,1,0,1,,378.92,0,0
835,14,4,5.37,5.23,7,1,4,106,4,0,1,0,1,,474.38,0,0
835,14,2,5.0,4.9,12,0,4,106,4,0,1,0,1,,456.85,0,0
835,14,3,5.18,5.06,9,0,4,106,4,0,1,0,1,,426.65,0,0
835,14,2,4.98,4.41,8,0,4,106,4,0,1,0,1,,456.85,0,0
835,14,5,5.07,5.86,13,0,4,106,4,0,1,0,1,,837.72,0,0
835,14,2,5.09,4.87,4,0,4,106,4,0,1,0,1,,228.91,1,0
835,14,3,5.06,5.07,6,0,4,106,4,0,1,0,1,,396.45,0,0
891,14,3,0.0,0.0,2,1,2,14,2,0,1,0,1,,100.53,1,0
891,14,3,0.0,0.0,7,1,2,14,2,0,1,0,1,,115.03,0,0
891,14,3,2.77,0.0,4,1,2,14,2,0,1,0,1,,154.66,0,0
891,14,3,0.0,0.0,9,0,2,14,2,0,1,0,1,,170.13,0,0
891,14,3,2.3,0.0,3,0,2,14,2,0,1,0,1,,120.83,0,0
891,14,4,2.4,0.0,1,0,2,14,2,0,1,0,1,,174.0,0,0
891,14,4,1.79,0.0,6,0,2,14,2,0,1,0,1,,598.36,0,0
891,14,3,2.56,0.0,8,0,2,14,2,0,1,0,1,,164.33,0,0
1064,14,3,3.53,4.84,9,0,7,91,2,3,1,0,1,,194.36,0,0
1064,14,4,2.56,5.19,29,0,7,91,2,3,1,0,1,,317.68,0,0
1064,14,3,0.0,4.91,25,1,7,91,2,3,1,0,1,,147.99,0,0
1064,14,3,2.08,4.82,8,0,7,91,2,3,1,0,1,,75.97,0,0
1064,14,3,3.22,4.96,18,0,7,91,2,3,1,0,1,,308.8,0,0
1064,14,3,1.61,4.93,34,0,7,91,2,3,1,0,1,,199.29,0,0
1064,14,2,4.11,4.4,10,0,7,91,2,3,1,0,1,,128.26,0,0
1064,14,3,4.04,5.36,4,0,7,91,2,3,1,0,1,,279.2,0,0
1064,14,3,1.95,4.95,31,0,7,91,2,3,1,0,1,,101.62,0,0
1064,14,2,3.53,4.97,14,0,7,91,2,3,1,0,1,,234.81,0,0
1064,14,4,3.04,5.57,28,0,7,91,2,3,1,0,1,,324.59,0,0
1064,14,3,4.04,4.96,3,0,7,91,2,3,1,0,1,,251.58,0,0
1064,14,3,4.01,4.94,19,0,7,91,2,3,1,0,1,,187.45,0,0
1064,14,2,4.03,4.5,26,0,7,91,2,3,1,0,1,,119.38,0,0
1064,14,3,0.69,4.99,21,0,7,91,2,3,1,0,1,,148.97,0,0
1064,14,2,4.03,4.86,7,0,7,91,2,3,1,0,1,,161.8,0,0
1064,14,4,1.79,4.94,13,1,7,91,2,3,1,0,1,,157.85,0,0
1064,14,4,1.39,5.17,16,1,7,91,2,3,1,0,1,,150.95,0,0
1064,14,3,2.56,4.93,6,0,7,91,2,3,1,0,1,,178.57,0,0
1064,14,4,3.99,4.76,30,0,7,91,2,3,1,0,1,,122.34,1,0
1064,14,3,2.64,4.93,12,0,7,91,2,3,1,0,1,,208.17,0,0
1064,14,3,3.3,5.52,32,0,7,91,2,3,1,0,1,,499.21,0,0
1064,14,3,3.47,5.02,1,0,7,91,2,3,1,0,1,,191.4,0,0
1064,14,4,1.95,5.47,24,1,7,91,2,3,1,0,1,,256.51,0,0
1064,14,3,3.14,5.28,33,0,7,91,2,3,1,0,1,,408.45,0,0
1064,14,3,3.4,5.01,22,0,7,91,2,3,1,0,1,,329.52,0,0
1064,14,3,1.39,5.1,2,0,7,91,2,3,1,0,1,,156.87,0,0
1064,14,4,3.33,5.21,20,0,7,91,2,3,1,0,1,,264.4,0,0
1064,14,3,3.14,5.52,15,0,7,91,2,3,1,0,1,,384.77,0,0
1064,14,3,3.33,5.34,27,0,7,91,2,3,1,0,1,,208.17,0,0
1105,14,3,2.08,4.6,2,0,3,31,2,0,1,1,1,,91.33,1,0
1105,14,3,1.39,4.62,14,0,3,31,2,0,1,1,1,,82.4,0,0
1105,14,4,0.0,5.04,13,0,3,31,2,0,1,1,1,,157.85,0,0
1105,14,3,1.1,4.63,20,0,3,31,2,0,1,1,1,,202.52,0,0
1105,14,2,2.08,4.32,8,0,3,31,2,0,1,1,1,,85.38,0,0
1105,14,3,0.69,4.54,18,0,3,31,2,0,1,1,1,,75.45,0,0
1105,14,0,0.69,4.58,22,0,3,31,2,0,1,1,1,,107.22,0,0
1105,14,3,0.69,4.66,19,0,3,31,2,0,1,1,1,,81.41,0,0
1105,14,3,0.0,4.32,3,0,3,31,2,0,1,1,1,,93.32,0,0
1105,14,3,2.2,4.28,4,0,3,31,2,0,1,1,1,,85.38,0,0
1105,14,3,0.0,4.6,7,0,3,31,2,0,1,1,1,,88.36,0,0
1105,14,4,2.08,4.92,6,1,3,31,2,0,1,1,1,,106.22,0,0
1105,14,4,0.0,4.84,16,0,3,31,2,0,1,1,1,,101.26,0,0
1105,14,4,1.1,4.71,15,0,3,31,2,0,1,1,1,,69.49,0,0
1105,14,4,0.0,4.83,10,0,3,31,2,0,1,1,1,,245.21,0,0
1105,14,3,0.0,4.63,12,0,3,31,2,0,1,1,1,,108.21,0,0
1105,14,3,0.0,4.6,9,0,3,31,2,0,1,1,1,,101.26,0,0
1105,14,3,1.1,4.56,1,0,3,31,2,0,1,1,1,,60.56,0,0
1105,14,2,0.69,4.26,21,0,3,31,2,0,1,1,1,,61.55,0,0
1117,14,3,3.56,5.16,22,0,1,2,2,0,1,1,1,,115.32,0,0
1117,14,3,3.69,4.7,10,0,1,2,2,0,1,1,1,,85.24,0,0
1117,14,3,3.71,5.1,20,1,1,2,2,0,1,1,1,,116.33,0,0
1117,14,4,1.39,5.86,9,0,1,2,2,0,1,1,1,,300.84,0,0
1117,14,4,3.53,5.48,7,0,1,2,2,0,1,1,1,,202.57,0,0
1117,14,3,0.0,6.21,2,0,1,2,2,0,1,1,1,,281.79,0,0
1117,14,4,3.66,4.95,21,0,1,2,2,0,1,1,1,,139.39,0,0
1117,14,2,1.39,5.2,18,0,1,2,2,0,1,1,1,,124.35,0,0
1117,14,4,3.66,5.38,1,0,1,2,2,0,1,1,1,,189.53,0,0
1117,14,3,3.66,4.87,6,0,1,2,2,0,1,1,1,,295.83,0,0
1117,14,2,0.69,4.15,4,0,1,2,2,0,1,1,1,,47.13,0,0
1117,14,3,3.66,5.15,28,0,1,2,2,0,1,1,1,,119.33,0,0
1117,14,4,3.47,5.24,27,0,1,2,2,0,1,1,1,,179.5,0,0
1117,14,3,3.47,4.76,15,0,1,2,2,0,1,1,1,,99.28,0,0
1117,14,3,1.1,5.27,29,0,1,2,2,0,1,1,1,,149.42,0,0
1117,14,2,3.64,4.66,32,0,1,2,2,0,1,1,1,,79.22,0,0
1117,14,4,0.69,5.55,31,1,1,2,2,0,1,1,1,,182.51,0,0
1117,14,3,3.53,5.13,14,0,1,2,2,0,1,1,1,,194.54,0,0
1117,14,3,3.69,4.91,25,1,1,2,2,0,1,1,1,,83.23,0,0
1117,14,4,3.37,5.47,19,0,1,2,2,0,1,1,1,,180.51,0,0
1117,14,3,0.69,5.13,35,1,1,2,2,0,1,1,1,,119.33,1,0
1117,14,4,3.43,5.38,34,0,1,2,2,0,1,1,1,,139.39,0,0
1117,14,3,3.64,5.14,33,0,1,2,2,0,1,1,1,,145.41,0,0
1117,14,3,3.69,4.94,30,1,1,2,2,0,1,1,1,,97.27,0,0
1117,14,4,3.74,5.55,3,0,1,2,2,0,1,1,1,,195.55,0,0
1117,14,3,3.47,4.79,26,0,1,2,2,0,1,1,1,,91.26,0,0
1117,14,2,3.64,4.88,8,0,1,2,2,0,1,1,1,,104.29,1,0
1117,14,3,3.53,5.43,24,0,1,2,2,0,1,1,1,,175.49,0,0
1117,14,4,3.43,5.57,16,0,1,2,2,0,1,1,1,,229.64,0,0
1117,14,3,1.39,5.34,12,0,1,2,2,0,1,1,1,,169.47,0,0
1117,14,2,3.53,5.05,13,0,1,2,2,0,1,1,1,,80.22,0,0
1143,14,3,4.86,5.48,1,0,2,90,2,0,1,0,1,,138.68,0,0
1143,14,3,4.52,5.26,7,0,2,90,2,0,1,0,1,,128.85,0,0
1143,14,4,4.91,5.61,13,0,2,90,2,0,1,0,1,,199.67,0,0
1143,14,3,4.88,5.13,36,1,2,90,2,0,1,0,1,,135.73,0,0
1143,14,4,4.91,5.65,8,0,2,90,2,0,1,0,1,,169.17,0,0
1143,14,3,4.93,5.16,10,1,2,90,2,0,1,0,1,,95.41,0,0
1143,14,4,4.91,5.72,6,0,2,90,2,0,1,0,1,,239.01,0,0
1143,14,4,4.92,5.65,31,0,2,90,2,0,1,0,1,,148.52,0,0
1143,14,5,4.9,6.13,33,0,2,90,2,0,1,0,1,,299.01,0,0
1143,14,3,4.91,5.55,2,1,2,90,2,0,1,0,1,,111.14,0,0
1143,14,4,4.91,5.98,24,0,2,90,2,0,1,0,1,,289.17,0,0
1143,14,3,4.81,4.95,20,0,2,90,2,0,1,0,1,,119.01,0,0
1143,14,3,4.91,5.23,30,1,2,90,2,0,1,0,1,,423.92,0,0
1143,14,4,4.9,5.89,34,0,2,90,2,0,1,0,1,,198.68,0,0
1143,14,4,4.91,5.8,3,1,2,90,2,0,1,0,1,,179.01,0,0
